M,FL,W,D,
0.72,300,12000,4.998466629,
0.73,300,12000,5.015814693,
0.74,300,12000,5.042059201,
0.75,300,12000,5.076755329,
0.76,300,12000,5.118568613,
0.77,300,12000,5.167943873,
0.78,300,12000,5.223101821,
0.79,300,12000,5.284487279,
0.8,300,12000,5.351655425,
0.81,300,12000,5.423271793,
0.82,300,12000,5.499781205,
0.83,300,12000,5.580294016,
0.84,300,12000,5.665255049,
0.85,300,12000,5.753329837,
0.86,300,12000,5.845852847,
0.87,300,12000,5.950830877,
0.88,300,12000,6.084277525,
0.89,300,12000,6.273326944,
0.9,300,12000,6.546002929,
0.91,300,12000,6.909422635,
0.92,300,12000,7.352020686,
0.93,300,12000,7.874241903,
0.94,300,12000,8.506779017,
0.95,300,12000,9.411992116,
0.96,300,12000,11.16014321,
0.97,300,12000,12.43144495,
0.98,300,12000,13.32820643,
0.99,300,12000,14.07105944,
1,300,12000,14.72583766,
1.01,300,12000,15.3187856,
1.02,300,12000,15.86324792,
1.03,300,12000,16.36767626,
1.04,300,12000,16.83740846,
1.05,300,12000,17.27689275,
1.06,300,12000,17.69102219,
1.07,300,12000,18.08602427,
1.08,300,12000,18.46545757,
1.09,300,12000,18.83110139,
1.1,300,12000,19.18562465,
1.11,300,12000,19.52858254,
1.12,300,12000,19.86041987,
1.13,300,12000,20.17935736,
1.14,300,12000,20.47738821,
1.15,300,12000,20.73716435,
1.16,NaN,12000,NaN,
1.17,NaN,12000,NaN,
1.18,NaN,12000,NaN,
1.19,NaN,12000,NaN,
1.2,NaN,12000,NaN,
1.21,NaN,12000,NaN,
1.22,NaN,12000,NaN,
1.23,NaN,12000,NaN,
1.24,NaN,12000,NaN,
1.25,NaN,12000,NaN,
0,NaN,12000,NaN,
0.01,NaN,12000,NaN,
0.02,NaN,12000,NaN,
0.03,NaN,12000,NaN,
0.04,NaN,12000,NaN,
0.05,NaN,12000,NaN,
0.06,NaN,12000,NaN,
0.07,NaN,12000,NaN,
0.08,NaN,12000,NaN,
0.09,NaN,12000,NaN,
0.1,NaN,12000,NaN,
0.11,NaN,12000,NaN,
0.12,NaN,12000,NaN,
0.13,NaN,12000,NaN,
0.14,NaN,12000,NaN,
0.15,NaN,12000,NaN,
0.16,NaN,12000,NaN,
0.17,NaN,12000,NaN,
0.18,NaN,12000,NaN,
0.19,NaN,12000,NaN,
0.2,NaN,12000,NaN,
0.21,NaN,12000,NaN,
0.22,NaN,12000,NaN,
0.23,NaN,12000,NaN,
0.24,NaN,12000,NaN,
0.25,NaN,12000,NaN,
0.26,NaN,12000,NaN,
0.27,NaN,12000,NaN,
0.28,NaN,12000,NaN,
0.29,NaN,12000,NaN,
0.3,NaN,12000,NaN,
0.31,NaN,12000,NaN,
0.32,NaN,12000,NaN,
0.33,NaN,12000,NaN,
0.34,NaN,12000,NaN,
0.35,NaN,12000,NaN,
0.36,NaN,12000,NaN,
0.37,NaN,12000,NaN,
0.38,NaN,12000,NaN,
0.39,NaN,12000,NaN,
0.4,NaN,12000,NaN,
0.41,NaN,12000,NaN,
0.42,NaN,12000,NaN,
0.43,NaN,12000,NaN,
0.44,400,12000,NaN,
0.45,400,12000,NaN,
0.46,400,12000,NaN,
0.47,400,12000,NaN,
0.48,400,12000,NaN,
0.49,400,12000,NaN,
0.5,400,12000,NaN,
0.51,400,12000,NaN,
0.52,400,12000,NaN,
0.53,400,12000,NaN,
0.54,400,12000,NaN,
0.55,400,12000,NaN,
0.56,400,12000,NaN,
0.57,400,12000,8.105504945,
0.58,400,12000,7.786389526,
0.59,400,12000,7.473901958,
0.6,400,12000,7.173558034,
0.61,400,12000,6.888871851,
0.62,400,12000,6.621622696,
0.63,400,12000,6.371232302,
0.64,400,12000,6.134586912,
0.65,400,12000,5.909462416,
0.66,400,12000,5.694479865,
0.67,400,12000,5.489016509,
0.68,400,12000,5.2929389,
0.69,400,12000,5.107537023,
0.7,400,12000,4.936992206,
0.71,400,12000,4.784507169,
0.72,400,12000,4.651371896,
0.73,400,12000,4.537008119,
0.74,400,12000,4.439547583,
0.75,400,12000,4.357122037,
0.76,400,12000,4.289420104,
0.77,400,12000,4.236797642,
0.78,400,12000,4.200144296,
0.79,400,12000,4.18075005,
0.8,400,12000,4.180438674,
0.81,400,12000,4.201567727,
0.82,400,12000,4.247428892,
0.83,400,12000,4.321447299,
0.84,400,12000,4.425090863,
0.85,400,12000,4.559605085,
0.86,400,12000,4.726635806,
0.87,400,12000,4.928273692,
0.88,400,12000,5.167187675,
0.89,400,12000,5.446980815,
0.9,400,12000,5.772279261,
0.91,400,12000,6.148331917,
0.92,400,12000,6.584257635,
0.93,400,12000,7.099717556,
0.94,400,12000,7.750092038,
0.95,400,12000,8.738575845,
0.96,400,12000,9.764558161,
0.97,400,12000,10.32138654,
0.98,400,12000,10.72252717,
0.99,400,12000,11.05721136,
1,400,12000,11.35608737,
1.01,400,12000,11.63374537,
1.02,400,12000,11.89663526,
1.03,400,12000,12.14795978,
1.04,400,12000,12.38932029,
1.05,400,12000,12.62080574,
1.06,400,12000,12.83369763,
1.07,400,12000,13.01669747,
1.08,400,12000,13.18163752,
1.09,400,12000,13.3397718,
1.1,400,12000,13.49541508,
1.11,400,12000,13.64985733,
1.12,400,12000,13.80358787,
1.13,400,12000,13.95678462,
1.14,400,12000,14.10962552,
1.15,400,12000,14.262244,
1.16,400,12000,14.41464007,
1.17,400,12000,14.56694718,
1.18,400,12000,14.71912084,
1.19,400,12000,14.87125002,
1.2,NaN,12000,NaN,
1.21,NaN,12000,NaN,
1.22,NaN,12000,NaN,
1.23,NaN,12000,NaN,
1.24,NaN,12000,NaN,
1.25,NaN,12000,NaN,
0,NaN,12000,NaN,
0.01,NaN,12000,NaN,
0.02,NaN,12000,NaN,
0.03,NaN,12000,NaN,
0.04,NaN,12000,NaN,
0.05,NaN,12000,NaN,
0.06,NaN,12000,NaN,
0.07,NaN,12000,NaN,
0.08,NaN,12000,NaN,
0.09,NaN,12000,NaN,
0.1,NaN,12000,NaN,
0.11,NaN,12000,NaN,
0.12,NaN,12000,NaN,
0.13,NaN,12000,NaN,
0.14,NaN,12000,NaN,
0.15,NaN,12000,NaN,
0.16,NaN,12000,NaN,
0.17,NaN,12000,NaN,
0.18,NaN,12000,NaN,
0.19,NaN,12000,NaN,
0.2,NaN,12000,NaN,
0.21,NaN,12000,NaN,
0.22,NaN,12000,NaN,
0.23,NaN,12000,NaN,
0.24,NaN,12000,NaN,
0.25,NaN,12000,NaN,
0.26,NaN,12000,NaN,
0.27,NaN,12000,NaN,
0.28,NaN,12000,NaN,
0.29,NaN,12000,NaN,
0.3,NaN,12000,NaN,
0.31,NaN,12000,NaN,
0.32,NaN,12000,NaN,
0.33,NaN,12000,NaN,
0.34,NaN,12000,NaN,
0.35,NaN,12000,NaN,
0.36,NaN,12000,NaN,
0.37,NaN,12000,NaN,
0.38,NaN,12000,NaN,
0.39,NaN,12000,NaN,
0.4,NaN,12000,NaN,
0.41,NaN,12000,NaN,
0.42,NaN,12000,NaN,
0.43,NaN,12000,NaN,
0.44,NaN,12000,NaN,
0.45,NaN,12000,NaN,
0.46,NaN,12000,NaN,
0.47,NaN,12000,NaN,
0.48,NaN,12000,NaN,
0.49,NaN,12000,NaN,
0.5,NaN,12000,NaN,
0.51,NaN,12000,NaN,
0.52,NaN,12000,NaN,
0.53,NaN,12000,NaN,
0.54,NaN,12000,NaN,
0.55,NaN,12000,NaN,
0.56,NaN,12000,NaN,
0.57,NaN,12000,NaN,
0.58,NaN,12000,NaN,
0.59,NaN,12000,NaN,
0.6,NaN,12000,NaN,
0.61,NaN,12000,NaN,
0.62,500,12000,NaN,
0.63,500,12000,NaN,
0.64,500,12000,NaN,
0.65,500,12000,NaN,
0.66,500,12000,NaN,
0.67,500,12000,NaN,
0.68,500,12000,NaN,
0.69,500,12000,NaN,
0.7,500,12000,NaN,
0.71,500,12000,NaN,
0.72,500,12000,NaN,
0.73,500,12000,NaN,
0.74,500,12000,NaN,
0.75,500,12000,NaN,
0.76,500,12000,NaN,
0.77,500,12000,NaN,
0.78,500,12000,NaN,
0.79,500,12000,NaN,
0.8,500,12000,NaN,
0.81,500,12000,NaN,
0.82,500,12000,NaN,
0.83,500,12000,NaN,
0.84,500,12000,NaN,
0.85,500,12000,NaN,
0.86,500,12000,NaN,
0.87,500,12000,NaN,
0.88,500,12000,NaN,
0.89,500,12000,NaN,
0.9,500,12000,NaN,
0.91,500,12000,NaN,
0.92,500,12000,NaN,
0.93,500,12000,NaN,
0.94,500,12000,NaN,
0.95,500,12000,NaN,
0.96,500,12000,NaN,
0.97,500,12000,NaN,
0.98,500,12000,NaN,
0.99,500,12000,NaN,
1,500,12000,NaN,
1.01,500,12000,NaN,
1.02,500,12000,NaN,
1.03,500,12000,NaN,
1.04,500,12000,NaN,
1.05,500,12000,NaN,
1.06,500,12000,NaN,
1.07,500,12000,NaN,
1.08,500,12000,NaN,
1.09,500,12000,NaN,
1.1,500,12000,NaN,
1.11,500,12000,NaN,
1.12,NaN,12000,NaN,
1.13,NaN,12000,NaN,
1.14,NaN,12000,NaN,
1.15,NaN,12000,NaN,
1.16,NaN,12000,NaN,
1.17,NaN,12000,NaN,
1.18,NaN,12000,NaN,
1.19,NaN,12000,NaN,
1.2,NaN,12000,NaN,
1.21,NaN,12000,NaN,
1.22,NaN,12000,NaN,
1.23,NaN,12000,NaN,
1.24,NaN,12000,NaN,
1.25,NaN,12000,NaN,
