name;type;b;S;CD0;K;Pa0;cP;Neng;CLmax_cl;CLmax_to;CLmax_ld;nlim;MMO;VMO;MTOM;MLM;MZFM;MPLM;MFM;OEM
"ATR72-600";"Simplified Propeller";27.05;61.00;0.028;0.034;3220.;0.0833;2;1.374;1.67;2.09;2.5;0.55;128.6;22500;16875;19240;6840;5000;12400
